id,pos,gloss,persian_gloss,checked
73688,noun,"deliberate actions of calculated psychological manipulation intended to intimidate or confuse (usually for competitive advantage); ""football players try to play mind games with the opposition""; ""the jeweler's mind game is to convince lovers that the size of a gemstone reflects the depth of their feelings""","اقدامات عمدی دستکاری روانشناختی محاسبه شده برای ارعاب یا گیج کردن (معمولاً برای مزیت رقابتی) ؛""بازیکنان فوتبال سعی می کنند با مخالفان بازی های فکری انجام دهند""؛""بازی ذهن جواهرساز این است که عاشقان را متقاعد کند که اندازه یک سنگ قیمتی نشان دهنده عمق احساسات آنها است""",1
73692,noun,"acting in a manner that is gentle and mild and even-tempered; ""his fingers have learned gentleness""; ""suddenly her gigantic power melted into softness for the baby""; ""even in the pulpit there are moments when mildness of manner is not enough""","رفتار به روشی ملایم و ملایم و معتدل ؛""انگشتان او لطافت را آموخته اند""؛""ناگهان قدرت عظیم او برای کودک به نرمی تبدیل شد""؛""حتی در منبر نیز لحظاتی وجود دارد که رفتار ملایم کافی نیست""",1
73699,noun,a manometer for measuring vapor pressure,یک فشار سنج برای اندازه گیری فشار بخار,1
73698,noun,a pressure gauge for comparing pressures of a gas,یک فشار سنج برای مقایسه فشارهای یک گاز,1
73697,noun,a diuretic (trade name Osmitrol) used to promote the excretion of urine,یک ادرار آور (با نام تجاری Osmitrol) که برای تقویت دفع ادرار استفاده می شود,1
73702,noun,a hip roof having two slopes on each side,یک سقف مفصل ران که دارای دو شیب در هر طرف است,1
73701,adjective,"(of a roof) sloping on all sides; ""a hipped roof has sloping ends rather than gables""","(از یک سقف) شیب دار از هر طرف""یک سقف لبه دار دارای شیب های شیب دار است تا شیروانی""",1
73703,noun,a roof with two or more slopes on each side of the ridge,سقفی با دو یا چند شیب در هر طرف یال,1
73704,noun,a mansard roof with sides that are nearly perpendicular,سقف مانسارد با اضلاع تقریباً عمود,1
73700,adjective,"(of a roof) having two slopes on all sides with the lower slope steeper than the upper; ""the story formed by a mansard roof is usually called the garret""","(از یک سقف) دارای دو شیب در همه طرف با شیب پایین تر نسبت به بالا؛""داستانی که توسط یک سقف مانسارد شکل می گیرد معمولاً گارچه نامیده می شود""",1
73707,noun,portable bulletproof shelter,پناهگاه ضد گلوله قابل حمل,1
73706,noun,unpremeditated killing of a human being in self defense,کشتن بدون برنامه ریزی یک انسان در دفاع از خود,1
73705,noun,the residence of a clergyman (especially a Presbyterian clergyman),محل اقامت یک روحانی (به ویژه یک روحانی پروتستان),1
73709,noun,a woman's silk or lace scarf,روسری ابریشمی یا توری زنانه,1
73712,noun,the common mantis,مانتوی معمولی,1
73711,noun,type genus of the Mantidae: mantises,جنس نوع Mantidae: مانتیس ها,1
73710,noun,predacious long-bodied large-eyed insect of warm regions; rests with forelimbs raised as in prayer,حشره چشم بزرگ بدن بزرگ در مناطق گرم ؛در حالت استراحت با اندام های قدامی مانند نماز قرار می گیرد,1
73713,noun,"the cloak as a symbol of authority; ""place the mantle of authority on younger shoulders""","خرقه به عنوان نمادی از اقتدار ؛""مانتو اقتدار را روی شانه های جوان قرار دهید""",1
73714,noun,United States baseball player (1931-1997),بازیکن بیس بال ایالات متحده (1931-1997),1
73708,adjective,"resembling or characteristic of a prophet or prophecy; ""the high priest's divinatory pronouncement""; ""mantic powers""; ""a kind of sibylline book with ready and infallible answers to questions""","شبیه یا ویژگی پیامبر یا نبوت ؛""اعلامیه ربایی کاهن اعظم""؛""قدرتهای ذهنی""؛""نوعی کتاب سیبیلاین با پاسخ های آماده و خطایی به سوالات""",1
73718,adjective,operated by hand,با دست اداره می شود,1
73717,adjective,"requiring human effort; ""a manual transmission""","نیاز به تلاش انسان""یک جعبه دنده دستی""",1
73719,adjective,"doing or requiring physical work; ""manual labor""; ""manual laborer""","انجام یا نیاز به کار بدنی""کار دستی""؛""کارگر دستی""",1
73716,noun,a skin test to determine past or present infection with the tuberculosis bacterium; based on hypersensitivity of the skin to tuberculin,آزمایش پوستی برای تعیین عفونت قبلی یا فعلی باکتری سل.بر اساس حساسیت بیش از حد پوست به سل,1
73715,noun,tuberculin (a derivative of tubercle bacillus) is injected intradermally; a red area appearing 1-3 days later signifies an exposure (past or present) to tubercle bacilli and the need for further testing,سل (مشتق از باسیل سل) به صورت داخل پوستی تزریق می شود.یک منطقه قرمز که 1-3 روز بعد ظاهر می شود ، نشان دهنده قرار گرفتن در معرض باسیل غده (گذشته یا حال) و نیاز به آزمایش بیشتر است,1
73721,noun,a manual of black magic (for invoking spirits and demons),کتابچه راهنمای جادوی سیاه (برای استناد به ارواح و شیاطین),1
73720,noun,a manual describing the customs of a particular group (especially the ceremonial practices of a monastic order),کتابچه راهنمای توصیف آداب و رسوم یک گروه خاص (به ویژه اقدامات تشریفاتی یک دستور خانقاهی),1
73722,noun,a manual usually accompanying a technical device and explaining how to install or operate it,یک کتابچه راهنما که معمولاً یک دستگاه فنی را همراهی می کند و نحوه نصب یا کار با آن را توضیح می دهد,1
73723,noun,a manual containing information organized in a summary manner,یک کتابچه راهنمای شامل اطلاعات به صورت خلاصه سازمان یافته,1
73725,noun,someone who manufactures arms and munitions,کسی که اسلحه و مهمات تولید می کند,1
73726,noun,a person who manufactures food products,شخصی که محصولات غذایی تولید می کند,1
73727,noun,a producer of raw silk,تولید کننده ابریشم خام,1
73724,noun,a manual containing instruction in sexual techniques; intended to enhance the reader's sexual life,راهنمای حاوی دستورالعملهای مربوط به فنون جنسی.در نظر گرفته شده برای افزایش زندگی جنسی خواننده,1
73729,verb,"spread manure, as for fertilization",کود را پخش کنید ، همانطور که برای لقاح است,1
73730,noun,chicken excreta used as fertilizer,دفع مرغ که به عنوان کود استفاده می شود,1
73728,noun,British maker of printed calico cloth who invented mercerizing (1791-1866),سازنده انگلیسی پارچه کالیکو چاپی که مرکسیرینگ را اختراع کرد (1891-1791),1
73731,noun,cow excreta used as fertilizer,دفع گاو به عنوان کود استفاده می شود,1
73732,noun,horse excreta used as fertilizer,دفع اسب که به عنوان کود استفاده می شود,1
73733,noun,human excreta used as fertilizer,دفع انسان که به عنوان کود استفاده می شود,1
73734,noun,the form of a literary work submitted for publication,شکل یک اثر ادبی ارائه شده برای چاپ,1
73735,noun,a short-haired tailless breed of cat believed to originate on the Isle of Man,نژادی بدون دم دم گربه ای که تصور می شود از جزیره من تشکیل شده است,1
73736,adjective,"each of a large indefinite number; ""many a man""; ""many another day will come""","هر کدام از یک عدد بزرگ نامشخص""بسیاری از یک مرد""؛""بسیاری دیگر روز دیگر فرا خواهد رسید""",1
73739,adjective,innumerable but many,بی شمار اما بسیاری,1
73737,adjective,"amounting to a large indefinite number; ""numerous times""; ""the family was numerous""","بالغ بر یک عدد بزرگ نامشخص""چندین بار""؛""خانواده زیاد بود""",1
73740,noun,bearberry; manzanita,زرشک؛مانزانیتا,1
73738,adjective,"relatively many but unspecified in number; ""they were here for some weeks""; ""we did not meet again for some years""","تعداد نسبتاً زیادی اما تعداد آنها مشخص نیست.""آنها چند هفته اینجا بودند""؛""ما چند سال دیگر ملاقات نکردیم""",1
73741,noun,erect California shrub having leaves with heart-shaped lobes at the base,درختچه ای از کالیفرنیا که دارای برگهایی با لوب های قلب شکل در پایه است ، درست کنید,1
73743,noun,erect openly branched California shrub whose twigs are woolly when young,بوته ای از شاخه های آزاد کالیفرنیا را درست کنید که شاخه های آن در جوانی پشمالو هستند,1
73744,noun,an ethnic minority of Polynesian and Melanesian descent who speak Maori and live in New Zealand,اقلیت قومی از نژاد پلینزی و ملانزی که به زبان مائوری صحبت می کنند و در نیوزیلند زندگی می کنند,1
73742,noun,erect treelike shrub forming dense thickets and having drooping panicles of white or pink flowers and red berrylike drupes; California,بوته ای شبیه به سه شکل درست می شود و بوته های متراکم ایجاد می کند و دارای خوشه هایی از گلهای سفید یا صورتی و درختان قرمز توت مانند است.کالیفرنیا,1
73746,noun,the Oceanic language spoken by the Maori in New Zealand,زبان اقیانوسی توسط مائوری ها در نیوزیلند صحبت می شود,1
73745,noun,a group that has different national or cultural traditions from the majority of the population,گروهی که دارای سنت های ملی یا فرهنگی متفاوت از اکثریت مردم هستند,1
73747,verb,"make a plat of; ""Plat the town""","یک تخت درست کنید ؛""Plat the Town""",1
73749,noun,a map showing planned or actual features of an area (streets and building lots etc.),نقشه ای که ویژگی های برنامه ریزی شده یا واقعی یک منطقه را نشان می دهد (خیابان ها و بسیاری از ساختمان ها و غیره),1
73752,noun,any of numerous trees or shrubs of the genus Acer bearing winged seeds in pairs; north temperate zone,هر یک از درختان یا بوته های متعدد جنس ایسر که بذرهای بالدار را به صورت جفت به همراه دارد.منطقه معتدل شمال,1
73750,noun,a map drawn from observation (rather than from exact measurements) and representing the main features of an area,نقشه ای که از مشاهده (به جای اندازه گیری دقیق) تهیه شده و نمایانگر خصوصیات اصلی یک منطقه است,1
73753,noun,maple wood having a wavy grain with eyelike markings,چوب افرا دارای دانه ای مواج و دارای علائم چشم,1
73751,noun,wood of any of various maple trees; especially the hard close-grained wood of the sugar maple; used especially for furniture and flooring,چوب درختان مختلف افرا ؛به خصوص چوب سخت دانه نزدیک افرا؛مخصوصاً برای مبلمان و کف استفاده می شود,1
73748,noun,a map that uses graded differences in shading or color or the placing of symbols inside defined areas on the map in order to indicate the average values of some property or quantity in those areas,نقشه ای که از اختلافات درجه بندی شده در سایه یا رنگ یا قرار دادن نمادها در داخل مناطق تعریف شده بر روی نقشه به منظور نشان دادن مقادیر متوسط برخی از املاک یا مقدار در آن مناطق استفاده می کند,1
73756,noun,maple of eastern and central America; five-lobed leaves turn scarlet and yellow in autumn,افرا از آمریکای شرقی و مرکزی.برگهای پنج لوب در پاییز قرمز مایل به زرد و زرد می شوند,1
73758,noun,maple of western North America having large 5-lobed leaves orange in autumn,افرا از غرب آمریکای شمالی دارای برگهای بزرگ 5 لبه در پاییز است,1
73757,noun,maple of eastern North America with striped bard and large two-lobed leaves clear yellow in autumn,افرا در شرق آمریکای شمالی با برگ راه راه و برگهای بزرگ دو لبه در پاییز زرد روشن است,1
73754,noun,a common North American maple tree; five-lobed leaves are light green above and silvery white beneath; source of hard close-grained but brittle light-brown wood,یک درخت افرا مشترک آمریکای شمالی ؛برگهای پنج لوب در بالا به رنگ سبز روشن و در زیر به رنگ سفید نقره ای است.منبع چوب سخت دانه نزدیک اما شکننده قهوه ای روشن,1
73759,noun,small maple of northwestern North America,افرا کوچک شمال غربی آمریکای شمالی,1
73760,noun,small shrubby maple of eastern North America; scarlet in autumn,افرا درختچه ای کوچک از شرق آمریکای شمالی ؛قرمز مایل به قرمز در پاییز,1
73762,noun,shrubby Eurasian maple often used as a hedge,یک درخت افرا مشترک آمریکای شمالی ؛برگهای پنج لوب در بالا به رنگ سبز روشن و در زیر به رنگ سفید نقره ای است.منبع چوب سخت دانه نزدیک اما شکننده قهوه ای روشن,1
73755,noun,maple of eastern and central North America having three-lobed to five-lobed leaves and hard close-grained wood much used for cabinet work especially the curly-grained form; sap is chief source of maple syrup and maple sugar; many subspecies,افرا از شرق و مرکز آمریکای شمالی دارای برگهای سه لوب تا پنج لوب و چوب سخت دانه نزدیک که برای کارهای کابینت مخصوصاً فرم دانه موج دار استفاده می شود.شیره منبع اصلی شربت افرا و شکر افرا است.بسیاری از زیرگونه ها,1
73761,noun,small maple of northwestern North America having prostrate stems that root freely and form dense thickets,افرا کوچک شمال غربی آمریکای شمالی دارای ساقه های سجده ای است که آزادانه ریشه می دهند و گیاهان متراکم تشکیل می دهند,1
73765,noun,common shade tree of eastern and central United States,درخت سایه مشترک شرقی و مرکزی ایالات متحده,1
73763,noun,a large Eurasian maple tree naturalized in North America; five-lobed leaves yellow in autumn; cultivated in many varieties,یک درخت افرا بزرگ اوراسیا که در آمریکای شمالی طبیعی شده است.برگهای پنج لوب در پاییز زرد ؛در انواع مختلفی کشت می شود,1
73767,noun,leaves deeply incised and bright red in autumn; Japan,برگهای عمیق بریده و قرمز روشن در پاییز.ژاپن,1
73766,noun,small shrubby Japanese plant with leaves having 5 to 7 acuminate lobes; yellow in autumn,گیاه کوچک بوته ای ژاپنی با برگهایی با 5 تا 7 لوب آکومینه.زرد در پاییز,1
73764,noun,Eurasian maple tree with pale grey bark that peels in flakes like that of a sycamore tree; leaves with five ovate lobes yellow in autumn,درخت افرا اوراسیا با پوست خاکستری کم رنگ که مانند پوسته چنار پوسته پوسته می شود.برگهایی با پنج لوب بیضی در پاییز زرد,1
73770,noun,a Christian holy day,یک روز مقدس مسیحی,1
73769,noun,made by concentrating sap from sugar maples,با غلظت شیره از افرا شکر تهیه می شود,1
73771,noun,the middle part of March,قسمت میانی ماه مارس,1
73768,noun,ornamental shrub or small tree of Japan and Korea with deeply incised leaves; cultivated in many varieties,درختچه زینتی یا درخت کوچک ژاپن و کره با برگهای عمیق تراشیده شده ؛در انواع مختلفی کشت می شود,1
73772,noun,large African black-and-white carrion-eating stork; its downy underwing feathers are used to trim garments,لک لک خوردن سیاه و سفید بزرگ سیاه و سفید آفریقایی ؛پرهای زیرین آن برای اصلاح لباس استفاده می شود,1
73774,verb,"raid and rove in search of booty; ""marauding rebels overran the countryside""","حمله و گشتن در جستجوی غنیمت.""شورشیان غارتگر حومه را تحت کنترل خود درآوردند""",1
73775,noun,a marauder and plunderer (originally operating in the bogs between England and Scotland),یک غارتگر و غارتگر (که در اصل در خزانه های بین انگلیس و اسکاتلند کار می کرد),1
73776,noun,a hard crystalline metamorphic rock that takes a high polish; used for sculpture and as building material,یک سنگ دگرگونی متبلور سخت که لهستانی زیادی می گیرد.برای مجسمه سازی و به عنوان مصالح ساختمانی استفاده می شود,1
73777,noun,a dark green impure marble,سنگ مرمر نجس سبز تیره,1
73779,noun,a sculpture carved from marble,مجسمه ای که از سنگ مرمر تراشیده شده است,1
73778,noun,a large marble used for shooting in the game of marbles,سنگ مرمر بزرگی که برای تیراندازی در بازی سنگ مرمر استفاده می شود,1
73773,noun,a percussion instrument consisting of a pair of hollow pieces of wood or bone (usually held between the thumb and fingers) that are made to click together (as by Spanish dancers) in rhythm with the dance,ساز کوبه ای متشکل از یک جفت تکه چوب یا استخوان توخالی (که معمولاً بین انگشت شست و انگشتان نگه داشته می شود) که برای کلیک روی هم ساخته می شوند (مانند رقصندگان اسپانیایی) در ریتم همراه با رقص,1
73782,verb,make a marcel in a woman's hair,یک مارس در موهای زن درست کنید,1
73781,noun,the intermixture of fat and lean in a cut of meat,مخلوط چربی و لاغر در یک برش گوشت,1
73780,verb,"make something look like marble; ""marbleize the fireplace""","چیزی را شبیه سنگ مرمر جلوه دهید؛""سنگ مرمر کردن شومینه""",1
73783,verb,"march in a procession; ""the veterans paraded down the street""","راهپیمایی در صفوف؛""جانبازان در خیابان رژه رفتند""",1
73784,verb,"force to march; ""The Japanese marched their prisoners through Manchuria""","مجبور به راهپیمایی""ژاپنی ها زندانیان خود را از طریق منچوری رد کردند""",1
73786,verb,march a person against his will by any method,با هر روشی شخصی را برخلاف میل خود راهپیمایی کنید,1
73787,verb,"move or march as if in a crowd; ""They children trooped into the room""","حرکت یا راهپیمایی مثل اینکه در یک جمع باشد.""آنها بچه ها به داخل اتاق سرازیر شدند""",1
73789,noun,marching at quick time,راهپیمایی در زمان سریع,1
73788,verb,"cause to march or go at a marching pace; ""They marched the mules into the desert""","راهپیمایی کنید یا با سرعت راهپیمایی بروید ؛""آنها قاطرها را به صحرا راهپیمایی کردند""",1
73790,noun,a long training march for troops,یک راهپیمایی آموزشی طولانی برای نیروها,1
73785,verb,"walk fast, with regular or measured steps; walk with a stride; ""He marched into the classroom and announced the exam""; ""The soldiers marched across the border""","سریع قدم بزنید ، با قدم های منظم یا اندازه گیری شده.با یک قدم راه رفتن""او وارد کلاس شد و آزمون را اعلام کرد""؛""سربازان از مرز عبور کردند""",1
73792,noun,a march of protest or demonstration by the unemployed,راهپیمایی اعتراض یا تظاهرات توسط بیکاران,1
73791,noun,"a procession of people walking together; ""the march went up Fifth Avenue""","دسته ای از مردم که با هم قدم می زنند.""راهپیمایی از خیابان پنجم بالا رفت""",1
73793,noun,brisk marching music suitable for troops marching in a military parade,موسیقی سریع راهپیمایی مناسب برای نیروهای راهپیمایی کننده در یک رژه نظامی,1
73794,noun,a degree granted for the successful completion of advanced study of architecture,مدرکی برای اتمام موفقیت آمیز تحصیلات پیشرفته معماری اعطا شده است,1
73795,noun,the person in a rank around whom the others wheel and maneuver,شخصی در مرتبه ای که دیگران در اطراف او چرخ می زنند و مانور می دهند,1
73796,noun,the man at the outermost end of the rank in wheeling,مردی که در انتهای انتهای رتبه در چرخ است,1
73797,noun,an infantryman equipped with grenades,یک پیاده نظام مجهز به نارنجک,1
73798,noun,a foot soldier armed with a musket,یک سرباز پیاده مسلح به ماسکت,1
73799,noun,the wife or widow of a marquis,همسر یا بیوه مارکسی,1
73802,noun,the last day before Lent,آخرین روز قبل از روزه,1
73803,noun,immediately preceding Lent,بلافاصله قبل از روزه بزرگ,1
73804,noun,a female horse used for breeding,یک اسب ماده که برای تولید مثل استفاده می شود,1
73801,noun,"French noblewoman who was the lover of Louis XV, whose policies she influenced (1721-1764)",نجیب زاده فرانسوی که عاشق لوئی پانزدهم بود ، وی در سیاست های او تأثیر گذاشت (1764-1721),1
73800,noun,French noblewoman who was mistress to Louis XIV until he became attracted to Madame de Maintenon (1641-1707),زن نجیب زاده فرانسوی که معشوقه لوئی چهاردهم بود تا اینکه مجذوب مادام دی مینتنون شد (1707-1641),1
73805,noun,a dark region of considerable extent on the surface of the moon,یک منطقه تاریک به میزان قابل توجهی در سطح ماه,1
73809,noun,an ester of glycerol,یک استر گلیسرول,1
73808,noun,a glyceryl ester of margaric acid,یک استر گلیسرول اسید مارگاریک,1
73807,noun,(free sea) a navigable body of water to which all nations have equal access,(دریای آزاد) یک آب قابل حرکت که همه کشورها به آن دسترسی یکسان دارند,1
73806,noun,(closed sea) a navigable body of water under the jurisdiction of a single nation,(دریای بسته) یک توده قابل آب تحت صلاحیت یک کشور واحد,1
73810,noun,a spread made chiefly from vegetable oils and used as a substitute for butter,گسترش عمدتا از روغن های گیاهی ساخته شده و به عنوان جایگزین کره استفاده می شود,1
73811,noun,any of a group of liquid edible fats that are obtained from plants,هر یک از گروههای چربیهای خوراکی مایع که از گیاهان بدست می آیند,1
73813,noun,small spotted wildcat found from Texas to Brazil,گربه وحشی خالدار کوچک که از تگزاس تا برزیل پیدا شده است,1
73815,noun,the blank space that surrounds the text on a page,فضای خالی که متن را در یک صفحه احاطه کرده است,1
73816,adjective,"of questionable or minimal quality; ""borderline grades""; ""madj.allarginal writing ability""","از کیفیت مشکوک یا حداقل ؛""نمرات مرزی""؛""madj.allarginal توانایی نوشتن""",1
73814,noun,"a small margin; ""the president was not humbled by his narrow margin of victory""; ""the landslide he had in the electoral college obscured the narrowness of a victory based on just 43% of the popular vote""","یک حاشیه کوچک ؛""رئیس جمهور با حاشیه کم پیروزی خود فروتن نبود""؛""زمین لغزش او در دانشکده انتخاباتی تنها بر اساس 43٪ از آرا popular عمومی ، باریک بودن پیروزی را پنهان کرد""",1
73818,adjective,"producing at a rate that barely covers production costs; ""marginal industries""; ""marginal land""","تولید با سرعتی که به سختی هزینه های تولید را پوشش می دهد.""صنایع حاشیه ای""؛""سرزمین حاشیه ای""",1
73817,adjective,"the least possible; ""needed to enforce minimal standards""; ""her grades were minimal""; ""minimum wage""; ""a minimal charge for the service""","حداقل ممکن""برای اجرای حداقل استانداردها لازم است""؛""نمرات او حداقل بود""؛""حداقل دستمزد""؛""حداقل هزینه برای خدمات""",1
73812,noun,a fatty acid that has been produced by hydrogenating an unsaturated fatty acid (and so changing its shape); found in processed foods such as margarine and fried foods and puddings and commercially baked goods and partially hydrogenated vegetable oils,یک اسید چرب که با هیدروژنه سازی یک اسید چرب اشباع نشده (و در نتیجه تغییر شکل آن) تولید شده است.در غذاهای فرآوری شده مانند مارگارین و غذاهای سرخ شده و پودینگ ها و کالاهای پخته شده تجاری و روغن های گیاهی تا حدی هیدروژنه یافت می شود,1
73819,adjective,"being close to a lower limit or or of lower class; ""marginal abilities""","نزدیک بودن به حد پایین یا طبقه پایین.""توانایی های حاشیه ای""",1
73821,noun,notes written in the margin,یادداشت های نوشته شده در حاشیه,1
73820,adjective,"not approved; ""the disapproved tax proposal""","مورد تایید نیست؛""پیشنهاد مالیاتی تایید نشده""",1
73823,noun,comprises plants often included in the genus Chrysanthemum,شامل گیاهانی است که اغلب در تیره گل داودی قرار دارند,1
73822,noun,the military governor of a frontier province in medieval Germany,فرماندار نظامی یک استان مرزی در آلمان قرون وسطایی,1
73826,noun,marigolds,گل همیشه بهار,1
73825,noun,comprises plants often included in the genus Chrysanthemum,شامل گیاهانی است که اغلب در تیره گل داودی قرار دارند,1
73824,noun,perennial subshrub of the Canary Islands having usually pale yellow daisylike flowers; often included in genus Chrysanthemum,زیر درختچه چند ساله جزایر قناری که دارای گلهای گل مروارید زرد کم رنگ است.اغلب در تیره گل داودی قرار می گیرد,1
73827,noun,a stout branching annual with large yellow to orange flower heads; Mexico and Central America,شاخه ای تنومند و سالانه با سرهای بزرگ گل زرد تا نارنجی.مکزیک و آمریکای مرکزی,1
73830,noun,a soldier who serves both on shipboard and on land,سربازی که هم در کشتی و هم در خشکی خدمت می کند,1
73828,noun,strong-scented bushy annual with orange or yellow flower heads marked with red; Mexico and Guatemala,سالانه بوته ای با رایحه قوی و دارای سر گلهای نارنجی یا زرد با قرمز مشخص شده است.مکزیک و گواتمالا,1
73829,noun,a percussion instrument with wooden bars tuned to produce a chromatic scale and with resonators; played with small mallets,یک ساز کوبه ای با میله های چوبی تنظیم شده برای تولید مقیاس رنگی و با تشدید کننده ها ؛با پتک های کوچک بازی کرد,1
73832,noun,aromatic Eurasian perennial,چند ساله عطرآسیایی معطر,1
73834,verb,"mark with a signpost, as of a path",با یک تابلوی راهنما ، به عنوان یک مسیر علامت گذاری کنید,1
73833,noun,a genus of aromatic mints of the family Labiatae,تیره ای از نعناع های معطر خانواده Labiatae,1
73836,verb,mark or paint with raddle,با ماسوره علامت گذاری یا رنگ کنید,1
73831,adjective,"bordering on or living or characteristic of those near the sea; ""a maritime province""; ""maritime farmers""; ""maritime cultures""","همسایه یا زنده یا مشخصه نزدیک به دریا ؛""یک استان دریایی"" ؛""کشاورزان دریایی""؛""فرهنگ های دریایی""",1
73837,verb,mark with striae or striations,علامت گذاری شده با استریا یا استریشن,1
73835,verb,"mark with a stigma or stigmata; ""They wanted to stigmatize the adulteress""","علامت گذاری با کلاله یا کلاله ؛""آنها می خواستند به زنای زنا انگ بزنند""",1
73838,verb,"mark with red ink; ""red-ink the area that is restricted""","علامت گذاری با جوهر قرمز""منطقه ای را که محدود شده است با جوهر قرمز""",1
73841,verb,mark with stripes,با راه راه علامت گذاری کنید,1
73839,verb,"mark with a tip; ""tip the arrow with the small stone""","با نوک علامت گذاری کنید""نوک پیکان را با سنگ کوچک""",1
73840,verb,draw a line or lines underneath to call attention to,برای جلب توجه یک خط یا خط زیر بکشید,1
73842,verb,"produce specks in or on; ""speck the cloth""","تولید لکه ها در یا در.""پارچه لکه دار""",1
73843,verb,"mark with, or as if with, spots",با لکه ها علامت گذاری کنید یا مانند آنها باشید,1
73844,verb,"mark with a stake; ""stake out the path""","علامت گذاری با سهام؛""شركت در مسير""",1
73848,verb,"scratch the surface of; ""scarify seeds""","خراش سطح""دانه های زخم""",1
73846,verb,"observe with special attention; ""Take notice of the great architecture""","مشاهده با توجه ویژه؛""به معماری عالی توجه کنید""",1
73845,verb,"notice or perceive; ""She noted that someone was following her""; ""mark my words""","مشاهده یا درک کردن""او متذکر شد که کسی او را دنبال می کند""؛""کلماتم را نمره گذاری کن""",1
73849,verb,make a small cut or score into,یک برش کوچک بزنید یا به آن امتیاز دهید,1
73847,verb,"mark with or as if with pockmarks; ""Her face was pockmarked by the disease""","علامت گذاری با یا به عنوان اگر با pockmark؛""چهره او توسط این بیماری گرفتار شد""",1
73850,verb,"score a line on with a pointed instrument, as in metalworking",همانطور که در فلزکاری ، با یک ابزار نوک تیز یک خط بزنید,1
73851,verb,"remove from a list; ""Cross the name of the dead person off the list""","حذف از لیست؛""نام شخص مرده را از لیست خارج کنید""",1
73852,verb,"put quote marks around; ""Here the author is quoting his colleague""","علامت نقل قول قرار دادن در اطراف؛""در اینجا نویسنده از همکار خود نقل قول می کند""",1
73853,noun,a cancellation mark stamped on mail by postal officials; indicates the post office and date of mailing,یک علامت لغو مهر شده توسط پست توسط مقامات پستی ؛اداره پست و تاریخ ارسال را نشان می دهد,1
73854,noun,a distinguishing mark impressed on paper during manufacture; visible when paper is held up to the light,یک علامت تمیز که در هنگام ساخت روی کاغذ تحت تأثیر قرار گرفته است.هنگام نگه داشتن کاغذ در برابر نور قابل مشاهده است,1
73855,noun,an arrowhead mark identifying British government property,یک نشان پیکان که املاک دولت انگلیس را مشخص می کند,1
73856,noun,stone post at side of a road to show distances,پست سنگی در کنار جاده برای نشان دادن مسافت,1
73857,noun,small markers inserted into a surface to mark scores or define locations etc.,نشانگرهای کوچکی که برای نشان دادن امتیازات یا تعریف مکان ها و غیره درون یک سطح قرار می گیرند.,1
73858,noun,a mark on a playing card (shape depending on the suit),علامت روی کارت بازی (شکل بستگی به لباس دارد),1
73859,noun,a funnel-shaped device towed as a target by an airplane,وسیله ای به شکل قیف که توسط هواپیما به عنوان هدف یدک می کشد,1
73861,noun,a mark on a coin that identifies the mint where it was produced,یک علامت روی سکه که ضرابخانه محل تولید آن را مشخص می کند,1
73860,noun,a visible mark (as a footprint) left by the passage of person or animal or vehicle,یک علامت قابل مشاهده (به عنوان یک رد پا) که توسط عبور شخص یا حیوان یا وسیله نقلیه باقی مانده است,1
73864,noun,monetary unit in Germany,واحد پولی در آلمان,1
73863,noun,formerly the basic unit of money in Germany,قبلاً واحد پایه پول در آلمان بود,1
73862,noun,a visible impression on a surface made by the hoof of an animal,برداشتی قابل مشاهده بر روی سطحی که توسط سم یک حیوان ساخته شده است,1
73865,noun,100 pfennigs formerly equaled 1 Deutsche Mark in Germany,100 pfennigs قبلاً برابر با 1 Deutsche Mark در آلمان بود,1
73869,verb,increase the price of,افزایش قیمت,1
73866,noun,a mark shaped like an arrowhead; used to mark convicts' clothing,علامت مانند یک پیکان.برای علامت گذاری لباس محکومین استفاده می شود,1
73867,noun,a mark consisting of characters written on a book; used to indicate shelf location,علامت متشکل از شخصیت های نوشته شده روی یک کتاب ؛برای نشان دادن محل قفسه استفاده می شود,1
73868,noun,a mark ($) written before a number to indicate that it stands for the number of dollars,یک علامت ($) قبل از یک عدد نوشته شده است که نشان می دهد مخفف تعداد دلار است,1
73872,adjective,"marked with an asterisk; ""the starred items""","با ستاره مشخص شده است.""موارد ستاره دار""",1
73870,adjective,"strongly marked; easily noticeable; ""walked with a marked limp""; ""a pronounced flavor of cinnamon""","به شدت مشخص شده استبه راحتی قابل توجه است""با لنگی مشخص راه می رفت""؛""عطر و طعم مشخص دارچین""",1
73874,adjective,"clearly indicated; ""a well-marked route""","به وضوح نشان داده شده است""یک مسیر مشخص شده""",1
73875,noun,a writing implement for making a mark,اجرای نوشتاری برای ایجاد علامت,1
73871,adjective,"having or as if having an identifying mark or a mark as specified; often used in combination; ""played with marked cards""; ""a scar-marked face""; ""well-marked roads""","داشتن یا مثل اینکه دارای یک علامت شناسایی یا یک علامت مشخص شده باشد.اغلب در ترکیب استفاده می شود""با کارتهای مشخص شده بازی کرد""؛""چهره ای با مارک زخم""؛""جاده های مشخص شده""",1
73876,noun,a fluorescent marker used to mark important passages in a text,یک نشانگر فلورسنت که برای علامت گذاری قسمتهای مهم یک متن استفاده می شود,1
