id,pos,gloss,persian_gloss,checked,,,,,,
87740,noun,control system that converts a small mechanical motion into one requiring much greater power; may include a negative feedback system,سیستم کنترلی که یک حرکت مکانیکی کوچک را به حرکتی تبدیل می کند که نیاز به قدرت بسیار بیشتری دارد.,0,,,,,,
87741,noun,a session as of a legislature or court,جلسه ای به عنوان یک قانونگذار یا دادگاه,0,,,,,,
87742,noun,a session (usually of a legislative body) that is closed to the public,سیستم کنترلی که یک حرکت مکانیکی کوچک را به حرکتی تبدیل می کند که نیاز به قدرت بسیار بیشتری دارد.,0,,,,,,
87743,noun,a session (as of executives or advisors) to discuss policy or strategy or to solve problems or exchange ideas,جلسه ای (به عنوان مدیران اجرایی یا مشاوران) برای بحث در مورد سیاست یا استراتژی یا حل مشکلات یا تبادل نظر,0,,,,,,
87744,noun,a session that is held in addition to the regular sessions,جلسه ای که علاوه بر جلسات عادی برگزار می شود,0,,,,,,
87745,noun,a session of intensive tuition given by a tutor to an individual or to a small number of students,یک جلسه شهریه فشرده که توسط یک معلم خصوصی به یک فرد یا تعداد کمی از دانشجویان ارائه می شود,0,,,,,,
87746,noun,an academic session during the summer; usually for remedial or supplementary study,یک جلسه دانشگاهی در طول تابستان ؛,0,,,,,,
87747,noun,six performers or singers who perform together,شش مجری یا خواننده که با هم اجرا می کنند,0,,,,,,
87748,noun,a set of six similar things considered as a unit,مجموعه ای از شش چیز مشابه که به عنوان یک واحد در نظر گرفته شده است,0,,,,,,
87749,noun,a rhythmic group of six lines of verse,یک گروه موزون از شش خط آیه,0,,,,,,
87750,adjective,"situated in a particular spot or position; ""valuable centrally located urban land""; ""strategically placed artillery""; ""a house set on a hilltop""; ""nicely situated on a quiet riverbank""",واقع در یک نقطه یا موقعیت خاص ؛,0,,,,,,
87751,noun,a set containing a single member,مجموعه ای حاوی یک عضو منفرد,0,,,,,,
87752,noun,a set of three similar things considered as a unit,مجموعه ای از سه چیز مشابه که به عنوان یک واحد در نظر گرفته می شوند,0,,,,,,
87753,noun,a set of implements used to manicure,مجموعه ای از وسایل مورد استفاده برای مانیکور,0,,,,,,
87754,noun,a matching set of furniture,مجموعه ای متناسب از مبلمان,0,,,,,,
87755,noun,a set with 3 times 20 members,مجموعه ای با 3 بار 20 عضو,0,,,,,,
87756,noun,a set of one or more synonyms,مجموعه ای از یک یا چند مترادف,0,,,,,,
87757,noun,a set whose members are members of another set; a set contained within another set,مجموعه ای که اعضای آن اعضای مجموعه دیگری هستند.,0,,,,,,
87758,noun,a set of complex numbers that has a highly convoluted fractal boundary when plotted; the set of all points in the complex plane that are bounded under a certain mathematical iteration,مجموعه ای از اعداد مختلط که هنگام ترسیم یک مرز فراکتال بسیار پیچیده دارد.,0,,,,,,
87759,noun,evil Egyptian god with the head of a beast that has high square ears and a long snout; brother and murderer of Osiris,خدای شیطانی مصری با سر حیوانی که گوشهای مربع شکل بلند و پوزه ای بلند دارد.,0,,,,,,
87760,verb,write out from speech, notes," etc.; ""Transcribe the oral history of this tribe""",از گفتار ، یادداشت و غیره بنویسید ؛,0,,,,
87761,verb,"write down hastily; ""She dashed off a letter to her lawyer""",خدای شیطانی مصری با سر حیوانی که گوشهای مربع شکل بلند و پوزه ای بلند دارد.,0,,,,,,
87762,adjective,"well established and ready to function; ""things I can do now that I'm set up""",کاملاً تثبیت شده و آماده عملکرد,0,,,,,,
87763,noun,a long fishing line with many shorter lines and hooks attached to it (usually suspended between buoys),یک خط ماهیگیری طولانی با بسیاری از خطوط کوتاهتر و قلاب های متصل به آن (معمولاً بین بوها معلق است),0,,,,,,
87764,noun,an Irish breed with a chestnut-brown or mahogany-red coat,نژادی ایرلندی با کت قهوه ای شاه بلوطی یا قرمز قرمز,0,,,,,,
87765,verb,cause to become clear by forming a sediment (of liquids),با تشکیل رسوب (از مایعات) پاک شود,0,,,,,,
87766,verb,"pay someone and settle a debt; ""I squared with him""",پرداخت کسی و پرداخت بدهی,0,,,,,,
87767,noun,resolution of a dispute prior to the rendering of a final decision by the trial court,حل اختلاف قبل از صدور رأی نهایی توسط دادگاه بدوی,0,,,,,,
87768,noun,(matrimonial law) the division of property owned or acquired by marriage partners during their marriage,(قانون همسری) تقسیم املاکی که در طول ازدواج توسط شرکای ازدواج متعلق یا تملک شده است,0,,,,,,
87769,noun,the settlement of a debt by paying less than the amount demanded in exchange for extinguishing the debt,تسویه بدهی با پرداخت کمتر از مبلغ خواسته شده در ازای خاموش کردن بدهی,0,,,,,,
87770,noun,the cardinal number that is the sum of sixteen and one,شماره اصلی که مجموع شانزده و یک است,0,,,,,,
87771,noun,the cardinal number that is the product of ten and seven,شماره اصلی که حاصل ده و هفت است,0,,,,,,
87772,adjective,"(used with count nouns) of an indefinite number more than 2 or 3 but not many; ""several letters came in the mail""; ""several people were injured in the accident""",(با اسامی شمارش استفاده می شود) با تعداد نامعین بیش از 2 یا 3 اما تعداد آنها زیاد نیست.,0,,,,,,
87773,adjective,"unsparing and uncompromising in discipline or judgment; ""a parent severe to the pitch of hostility""- H.G.Wells; ""a hefty six-footer with a rather severe mien""; ""a strict disciplinarian""; ""a Spartan upbringing""",بی نظیر و سازش ناپذیر در نظم یا قضاوت.,0,,,,,,
87774,noun,"(of weather) the badness of the weather; ""they were wearied with the foulness of the weather""",(از هوا) بدی هوا؛,0,,,,,,
87775,noun,"the quality of arousing fear or distress; ""he learned the seriousness of his illness""",کیفیت برانگیختن ترس یا پریشانی ؛,0,,,,,,
87776,noun,extreme plainness,سادگی,0,,,,,,
87777,noun,"someone who sews; ""a sewer of fine gowns""",کسی که خیاطی می کند,0,,,,,,
87778,noun,a sewer who fastens a garment with long loose stitches,فاضلاب که لباس را با بخیه های بلند و گشاد می بندد,0,,,,,,
87779,noun,someone who sews by operating a sewing machine,کسی که با کار با چرخ خیاطی خیاطی می کند,0,,,,,,
87780,noun,a sewer who tucks,یک فاضلاب که قلقلک می دهد,0,,,,,,
87781,noun,stitching that is not easily seen or noticed,بخیه هایی که به راحتی دیده یا متوجه نمی شوند,0,,,,,,
87782,noun,"sexual stimulation without vaginal penetration; ""since pregnancy cannot happen if sperm are kept out of the vagina"," outercourse is one method of birth control""",تحریک جنسی بدون نفوذ واژن ؛,0,,,,,
87783,noun,sexual activity (especially sexual intercourse) with the use of measures (such as latex condoms) to avoid the transmission of disease (especially AIDS),فعالیت جنسی (به ویژه مقاربت جنسی) با استفاده از اقدامات (مانند کاندوم لاتکس) برای جلوگیری از انتقال بیماری (به ویژه ایدز),0,,,,,,
87784,noun,any lascivious contact by an adult with the sexual organs of a child (especially not involving sexual intercourse),هرگونه تماس شرورانه بزرگسالان با اندامهای جنسی کودک (خصوصاً بدون رابطه جنسی),0,,,,,,
87785,adjective,having sexual differentiation,تمایز جنسی,0,,,,,,
87786,adjective,"characterized by sexuality; ""highly sexed""",هرگونه تماس شرورانه بزرگسالان با اندامهای جنسی کودک (خصوصاً بدون رابطه جنسی),0,,,,,,
87787,adjective,having no sexual desire,نداشتن میل جنسی,0,,,,,,
87788,adjective,not sexually aroused or arousing,تحریک جنسی یا تحریک کننده نیست,0,,,,,,
87789,adjective,sexually unattractive,از نظر جنسی جذاب نیست,0,,,,,,
87790,noun,the fourth of the seven canonical hours; about noon,چهارم از هفت ساعت شرعی ؛,0,,,,,,
87791,adjective,relating to only one sex or having only one type of sexual organ; not hermaphroditic,مربوط به فقط یک جنس یا داشتن فقط یک نوع اندام جنسی.,0,,,,,,
87792,adjective,"(of a glance) sidelong and slyly lascivious; ""leering drugstore cowboys""",(از یک نگاه) کناری و حیله گرانه لوس؛,0,,,,,,
87793,adjective,desiring but deprived of sexual gratification,آرزو اما از رضایت جنسی محروم است,0,,,,,,
87794,noun,shad of Atlantic coast of North America; naturalized to Pacific coast,سایه سواحل آتلانتیک آمریکای شمالی ؛,0,,,,,,
87795,noun,herring-like food fishes that migrate from the sea to fresh water to spawn,ماهی های خوراکی مانند شاه ماهی که از دریا به آب شیرین مهاجرت می کنند تا تخم ریزی کنند,0,,,,,,
87796,noun,shad that spawns in streams of the Mississippi drainage; very similar to Alosa sapidissima,سایه ای که در نهرهای زهکشی می سی سی پی تخم ریزی می کند.,0,,,,,,
87797,noun,European shad,سایه اروپا,0,,,,,,
87798,noun,"relative darkness caused by light rays being intercepted by an opaque body; ""it is much cooler in the shade""; ""there's too much shadiness to take good photographs""",تاریکی نسبی ناشی از رهگیری پرتوهای نور توسط بدن مات.,0,,,,,,
87799,noun,"a soft shade of a color; ""a mellowness of light and shade not attainable in marble""",سایه نرم یک رنگ ؛,0,,,,,,
87800,noun,"a strong deep vividness of hue; ""the fire-light gave a richness of coloring to that side of the room""",واضح بودن رنگ واضح,0,,,,,,
87801,noun,a pale or subdued color,رنگ پریده یا ملایم,0,,,,,,
87802,noun,a shade (sometimes of green mica) affixed above the windshield of an automobile,سایه ای (گاهی از میکا سبز) بالای شیشه اتومبیل نصب شده است,0,,,,,,
87803,noun,"a slight amount or degree of difference; ""a tad too expensive""; ""not a tad of difference""; ""the new model is a shade better than the old one""",مقدار یا درجه کمی تفاوت ؛,0,,,,,,
87804,noun,a region of complete shadow resulting from total obstruction of light,منطقه ای از سایه کامل ناشی از انسداد کامل نور,0,,,,,,
87805,adjective,"filled with shade; ""the shady side of the street""; ""the surface of the pond is dark and shadowed""; ""we sat on rocks in a shadowy cove""; ""cool umbrageous woodlands""",پر از سایه؛,0,,,,,,
87806,adjective,"of businesses and businessmen of questionable honesty; ""a fly-by-night operation""",از مشاغل و تجار با صداقت مشکوک ؛,0,,,,,,
87807,noun,one of two shafts extending from the body of a cart or carriage on either side of the animal that pulls it,یکی از دو شافت امتداد یافته از بدن گاری یا کالسکه در دو طرف حیوان که آن را می کشد,0,,,,,,
87808,noun,a vertical shaft in a building to permit the passage of an elevator from floor to floor,یک شافت عمودی در یک ساختمان برای عبور آسانسور از طبقه به کف,0,,,,,,
87809,noun,an open shaft through the floors of a building (as for a stairway),یکی از دو شافت امتداد یافته از بدن گاری یا کالسکه در دو طرف حیوان که آن را می کشد,0,,,,,,
87810,noun,a shaft for ventilation,یک شافت برای تهویه,0,,,,,,
87811,noun,a rotating shaft that transmits power from the engine to the point of application,یک شافت چرخان که نیرو را از موتور تا نقطه استفاده منتقل می کند,0,,,,,,
87812,noun,a strong coarse tobacco that has been shredded,توتون درشت قوی که خرد شده است,0,,,,,,
87813,noun,"a matted tangle of hair or fiber; ""the dog's woolly shag""",گره مو و الیاف مات.,0,,,,,,
87814,noun,"a twisted and tangled mass that is highly interwoven; ""they carved their way through the tangle of vines""",توده ای پیچ خورده و درهم پیچیده که بسیار بافته شده است.,0,,,,,,
87815,noun,a lively dance step consisting of hopping on each foot in turn,یک مرحله رقص پر جنب و جوش متشکل از پرش روی هر پا به نوبت,0,,,,,,
87816,noun,Shah of Iran who was deposed in 1979 by Islamic fundamentalists (1919-1980),شاه ایران که در سال 1979 توسط بنیادگرایان اسلامی خلع شد (1919-1980),0,,,,,,
87817,verb,"move with or as if with a tremor; ""his hands shook""",با یا مثل لرزش حرکت کنید ؛,0,,,,,,
87818,verb,"undermine or cause to waver; ""my faith has been shaken""; ""The bad news shook her hopes""",تضعیف یا ایجاد تزلزل,0,,,,,,
87819,noun,building material used as siding or roofing,مصالح ساختمانی که به عنوان سایدینگ یا سقف استفاده می شود,0,,,,,,
87820,noun,a shaker for mixing cocktails,یک شیکر برای مخلوط کردن کوکتل ها,0,,,,,,
87821,noun,a shaker with a perforated top for sprinkling ground pepper,یک شیکر با یک سوراخ سوراخ برای پاشیدن فلفل چرخ شده,0,,,,,,
87822,adjective,"vibrating slightly and irregularly; as e.g. with fear or cold or like the leaves of an aspen in a breeze; ""a quaking bog""; ""the quaking child asked for more""; ""quivering leaves of a poplar tree""; ""with shaking knees""; ""seemed shaky on her feet""; ""sparkling light from the shivering crystals of the chandelier""; ""trembling hands""",ارتعاش کمی و نامنظم ؛,0,,,,,,
87823,noun,a sedimentary rock formed by the deposition of successive layers of clay,یک سنگ رسوبی تشکیل شده توسط رسوب لایه های پی در پی رس,0,,,,,,
87824,noun,shale from which oil can be obtained by heating,شیل که با حرارت دادن می توان از آن روغن بدست آورد,0,,,,,,
87825,adjective,coming only to the ankle or knee,فقط به مچ پا یا زانو می آید,0,,,,,,
87826,adjective,"shallow enough to be crossed by walking or riding on an animal or in a vehicle; ""the stream was fordable""",آنقدر کم عمق که با راه رفتن یا سوار شدن بر روی حیوان یا وسیله نقلیه از آن عبور کنید.,0,,,,,,
87827,adjective,"full of submerged reefs or sandbanks or shoals; ""reefy shallows""; ""shoaly waters""",پر از صخره های زیر آب یا ساحل شن و ماسه,0,,,,,,
87828,adjective,"involving a surface only; ""her beauty is only skin-deep""; ""superficial bruising""; ""a surface wound""",فقط شامل یک سطح است.,0,,,,,,
87829,adjective,"lacking depth of intellect or knowledge; concerned only with what is obvious; ""shallow people""; ""his arguments seemed shallow and tedious""",فاقد عمق عقل یا دانش ؛,0,,,,,,
87830,noun,a stretch of shallow water,یک قسمت از آب کم عمق,0,,,,,,
87831,noun,"walking with a slow dragging motion without lifting your feet; ""from his shambling I assumed he was very old""",با حرکت آهسته و بدون بلند کردن پاها راه بروید.,0,,,,,,
87832,noun,shame resulting from strong dislike of yourself or your actions,شرم ناشی از بیزاری شدید از خود یا اعمالتان است,0,,,,,,
87833,adjective,"feeling no shame; ""a shameless imposter""; ""an unblushing apologist for fascism""",با حرکت آهسته و بدون بلند کردن پاها راه بروید.,0,,,,,,
87834,noun,someone shirking their duty by feigning illness or incapacity,کسی با جعل بیماری یا ناتوانی از وظیفه خود شانه خالی می کند,0,,,,,,
87835,noun,the act of washing your hair with shampoo,عمل شستن موهایتان با شامپو,0,,,,,,
87836,noun,a branch of the Tai languages,شاخه ای از زبان های تای,0,,,,,,
87837,noun,a cut of meat from the upper part of a rear leg,یک برش گوشت از قسمت بالای پای عقب,0,,,,,,
87838,noun,a poor golf stroke in which the heel of the club hits the ball,یک ضربه ضعیف گلف که در آن پاشنه باشگاه به توپ ضربه می زند,0,,,,,,
87839,adjective,"shaped to fit by or as if by altering the contours of a pliable mass (as by work or effort); ""a shaped handgrip""; ""the molded steel plates""; ""the wrought silver bracelet""",به شکلی که متناسب با یا تغییر دادن خطوط یک توده انعطاف پذیر باشد (مانند کار یا تلاش),0,,,,,,
87840,adjective,"lacking symmetry or attractive form; ""a shapeless hat on his head""",فاقد تقارن یا فرم جذاب ؛,0,,,,,,
87841,adjective,"pertaining to or having finely developed buttocks; ""the quest for the callipygian ideal""",مربوط به باسن یا داشتن آن,0,,,,,,
87842,adjective,having well-proportioned limbs,اندام متناسب داشته باشید,0,,,,,,
87843,adjective,"knitted to fit the shape of the body; ""full-fashioned hosiery""",بافتنی متناسب با فرم بدن ؛,0,,,,,,
87844,adjective,suggestive of a statue,نشان دهنده یک مجسمه است,0,,,,,,
87845,adjective,"(used of noses) turned up at the end; ""a retrousse nose""; ""a small upturned nose""",(از بینی استفاده می شود) در پایان روشن شد,0,,,,,,
87846,adjective,of pleasing proportions,از نسبت های دلپذیر,0,,,,,,
87847,adjective,"of a pleasing shape; ""a well-turned ankle""",از یک شکل دلپذیر ؛,0,,,,,,
87848,noun,"any of the equal portions into which the capital stock of a corporation is divided and ownership of which is evidenced by a stock certificate; ""he bought 100 shares of IBM at the market price""",هر یک از بخشهای مساوی که سهام سرمایه یک شرکت به آن تقسیم می شود و مالکیت آن توسط گواهی سهام ثابت می شود ؛,0,,,,,,
87849,noun,the stockholder whose name is registered on the books of the corporation as owning the shares at a particular time,سهامداري كه نام او در دفاتر شركت به عنوان صاحب سهام در يك زمان خاص ثبت شده است,0,,,,,,
87850,noun,someone who shares in and contributes to a general fund for use by all,کسی که در یک صندوق عمومی برای استفاده همه شریک است و به آن کمک می کند,0,,,,,,
87852,noun,large primitive shark widely distributed in warm seas,کسی که در یک صندوق عمومی برای استفاده همه شریک است و به آن کمک می کند,0,,,,,,
87853,noun,large pelagic shark of warm seas with a whiplike tail used to round up small fish on which to feed,کوسه بزرگ دریایی گرم و دریایی گرم با دم شلاق برای جمع آوری ماهی های کوچکی که برای تغذیه در آن استفاده می شود,0,,,,,,
87854,noun,shark of the western Pacific with flattened body and mottled skin,کوسه اقیانوس آرام غربی با بدن صاف و پوست لکه دار,0,,,,,,
87855,noun,small bottom-dwelling shark of warm shallow waters on both coasts of North America and South America and from southeast Asia to Australia,کوسه کوچک ساکن پایین آبهای کم عمق گرم در هر دو ساحل آمریکای شمالی و آمریکای جنوبی و از جنوب شرقی آسیا تا استرالیا,0,,,,,,
87856,noun,shallow-water shark with sharp jagged teeth found on both sides of Atlantic; sometimes dangerous to swimmers,کوسه ای با آب کم عمق و دارای دندانهای تیز و دندانه دار که در دو طرف اقیانوس اطلس یافت می شود.,0,,,,,,
87857,noun,large spotted shark of warm surface waters worldwide; resembles a whale and feeds chiefly on plankton,کوسه بزرگ خالدار از آبهای گرم سطح در سراسر جهان.,0,,,,,,
87858,noun,small bottom-dwelling sharks with catlike eyes; found along continental slopes,کوسه بزرگ خالدار از آبهای گرم سطح در سراسر جهان.,0,,,,,,
87859,noun,any of numerous sharks from small relatively harmless bottom-dwellers to large dangerous oceanic and coastal species,هر یک از کوسه های متعدد از ساکنان کوچکی نسبتاً بی خطر پایین تا بزرگ و خطرناک گونه های اقیانوسی و ساحلی,0,,,,,,
87860,adjective,"harsh; ""sharp criticism""; ""a sharp-worded exchange""; ""a tart remark""",خشن,0,,,,,,
87861,adjective,(of a pain) as if caused by scraping with nails or claws,(از درد) گویی که ناشی از تراشیدن ناخن یا پنجه باشد,0,,,,,,
87862,adjective,"(of a tooth) adapted for shearing flesh; ""the carnassial teeth of carnivores""",(از یک دندان) سازگار برای برش گوشت ؛,0,,,,,,
87863,adjective,resembling a chisel,شبیه یک اسکنه,0,,,,,,
87864,adjective,resembling a dagger,شبیه خنجر,0,,,,,,
87865,adjective,resembling a drill,شبیه مته,0,,,,,,
87866,adjective,"having a cutting edge or especially an edge or edges as specified; often used in combination; ""an edged knife""; ""a two-edged sword""",داشتن لبه برش یا به خصوص لبه یا لبه های مشخص شده,0,,,,,,
87867,adjective,resembling a fang,شبیه دندان نیش,0,,,,,,
87868,adjective,resembling a file,شبیه پرونده,0,,,,,,
87869,adjective,cutting or able to cut as if with a knife,برش یا قادر به برش مثل اینکه با چاقو باشد,0,,,,,,
87870,adjective,"hard and sharp enough to cut metal; ""metal-cutting tools""",به اندازه کافی سخت و تیز برای برش فلز ؛,0,,,,,,
87871,adjective,as sharp as a razor,به اندازه تیغ,0,,,,,,
87872,adjective,"made sharp or sharper; ""a sharpened knife cuts more cleanly""",تیز یا واضح تر,0,,,,,,
87873,adjective,having sharp teeth,دندان های تیز داشتن,0,,,,,,
87874,adjective,"very sudden and in great amount or degree; ""a sharp drop in the stock market""",بسیار ناگهانی و در مقدار یا درجه بسیار زیاد ؛,0,,,,,,
87875,noun,a musical notation indicating one half step higher than the note named,یک نت موسیقی که نشانگر یک نیم پله بالاتر از نت است,0,,,,,,
87876,noun,a musical notation of two sharps in front of a note indicating that it is to be raised by two semitones,یک نت موسیقی از دو تیز در مقابل یک نت نشان می دهد که قرار است توسط دو نیم تن افزایش یابد,0,,,,,,
87877,noun,a long thin sewing needle with a sharp point,یک سوزن خیاطی نازک و بلند با نوک تیز,0,,,,,,
87878,verb,"sharpen with a strap; ""strap a razor""",با بند تیز کنید؛,0,,,,,,
87879,verb,"sharpen on a strop; ""strop razors""",تیز کردن بر روی یک strop؛,0,,,,,,
87880,verb,sharpen by rubbing, as on a whetstone,مانند مالیدن روی سنگ چوب ، با مالش تیز کنید,0,,,,,
87881,noun,a rotary implement for sharpening the point on pencils,یک اجرای چرخشی برای تیز کردن نقطه بر روی مدادها,0,,,,,,
87882,noun,knife sharpener consisting of a ridged steel rod,چاقو تراش متشکل از یک میله فولادی رج دار,0,,,,,,
87883,noun,an implement for sharpening scythes,پیاده سازی برای تراش دادن دکل ها,0,,,,,,
87884,noun,a leather strap used to sharpen razors,بند چرمی که برای تراشیدن تیغ استفاده می شود,0,,,,,,
87885,noun,"the quality of being keenly and painfully felt; ""the sharpness of her loss""",کیفیت احساس شدید و دردناک,0,,,,,,
87886,adjective,"resistant to shattering or splintering; ""shatterproof automobile windows""",مقاوم در برابر خرد شدن یا خرد شدن,0,,,,,,
87887,verb,shave the head of a newly inducted monk,سر یک راهب تازه القا شده را بتراشید,0,,,,,,
87888,verb,"remove the surface of; ""skive leather""",حذف سطح,0,,,,,,
87889,noun,the act of removing hair with a razor,عمل از بین بردن مو با تیغ,0,,,,,,
87890,noun,shaving the crown of the head by priests or members of a monastic order,تراشیدن تاج سر توسط کشیشان یا اعضای یک نظم رهبانی,0,,,,,,
87891,noun,the act of brushing against while passing,عمل مسواک زدن هنگام عبور,0,,,,,,
87892,noun,United States clarinetist and leader of a swing band (born in 1910),کلارینتیست ایالات متحده و رهبر یک باند نوسان (متولد 1910),0,,,,,,
87893,noun,a long brightly colored shawl; worn mainly by Mexican men,یک شال بلند رنگ روشن ؛,0,,,,,,
87894,noun,a large edge tool that cuts sheet metal by passing a blade through it,یک ابزار لبه بزرگ که ورق فلز را با عبور یک تیغه از آن برش می دهد,0,,,,,,
87895,noun,a workman who uses shears to cut leather or metal or textiles,کارگری که از قیچی برای برش چرم یا فلز یا منسوجات استفاده می کند,0,,,,,,
87896,noun,a skilled worker who shears the wool off of sheep or other animals,یک کارگر ماهر که پشم گوسفندها یا حیوانات دیگر را می تراشد,0,,,,,,
87897,noun,unlicensed drinking establishment,تأسیسات آشامیدنی غیر مجاز,0,,,,,,
87898,noun,a shed for storing coal,سوله ای برای ذخیره زغال سنگ,0,,,,,,
87899,noun,a shed for storing tools,یک سوله برای ذخیره سازی ابزار,0,,,,,,
87900,noun,a shed for storing firewood or garden tools,یک سوله برای ذخیره سازی هیزم یا ابزار باغ,0,,,,,,
87901,noun,a timid defenseless simpleton who is readily preyed upon,یک ساده لوح بی دفاع ترسو که به راحتی مورد طعمه قرار می گیرد,0,,,,,,
87902,noun,hardy working dog developed in Belgium for herding sheep,سگ سخت کار در بلژیک برای گله داری گوسفند توسعه یافت,0,,,,,,
87903,noun,old French breed of large strong usually black dogs having a long tail and long wavy and slightly stiff coat,نژاد قدیمی فرانسوی سگهای بزرگ و قوی معمولاً سیاه دارای دم بلند و کت موج دار و کمی سفت,0,,,,,,
87904,noun,an Australian sheepdog with pointed ears,یک گوسفند استرالیایی با گوشهای نوک تیز,0,,,,,,
87905,noun,Hungarian breed of large powerful shaggy-coated white dog; used also as guard dog,نژاد مجارستانی سگ سفید بزرگ با پوشش کرک دار و قدرتمند.,0,,,,,,
87906,noun,a small sheepdog resembling a collie that was developed in the Shetland Islands,یک گوسفند کوچک گوسفند مانند که در جزایر شتلند توسعه یافته است,0,,,,,,
87907,noun,developed in the area between Scotland and England usually having a black coat with white on the head and tip of tail used for herding both sheep and cattle,توسعه یافته در منطقه بین اسکاتلند و انگلستان که معمولاً دارای کت مشکی با سر سفید و نوک دم است که برای دامداری گوسفندان و گاوها استفاده می شود,0,,,,,,
87908,noun,rough-coated breed used originally in Belgium for herding and guarding cattle,نژادی با پوشش خشن که در اصل در بلژیک برای گله داری و نگهداری از گاو استفاده می شود,0,,,,,,
87909,noun,German breed of large vigorous short-haired cattle dogs,نژادی با پوشش خشن که در اصل در بلژیک برای گله داری و نگهداری از گاو استفاده می شود,0,,,,,,
87910,noun,a woman shepherd,یک زن چوپان,0,,,,,,
87911,noun,act of shearing sheep,عمل قیچی گوسفند,0,,,,,,
87912,noun,"a small sheet of paper; ""a receipt slip""",یک ورق کوچک کاغذ ؛,0,,,,,,
87913,noun,a sheet that can be easily torn out of a publication,برگه ای که به راحتی می تواند از انتشار خارج شود,0,,,,,,
87914,noun,a sheet summarizing the editorial conventions to be followed in preparing text for publication,یک برگ خلاصه کنوانسیون تحریریه ای که در تهیه متن برای چاپ دنبال می شود,0,,,,,,
87915,noun,a sheet of paper with multiple columns; used by an accountant to assemble figures for financial statements,یک ورق کاغذ با چندین ستون ؛,0,,,,,,
87916,noun,bed linen consisting of a large rectangular piece of cotton or linen cloth; used in pairs,ملافه تخت متشکل از یک قطعه مستطیل شکل بزرگ از پارچه پنبه ای یا پارچه ای.,0,,,,,,
87917,noun,a sheet (usually with elastic edges) tailored to fit a particular mattress,یک ورق (معمولاً با لبه های الاستیک) متناسب با یک تشک خاص,0,,,,,,
87918,noun,usually galvanized sheet iron or sheet steel shaped into straight parallel ridges and hollows,معمولاً ورق گالوانیزه یا ورق فولادی به صورت برجستگی های موازی و توخالی مستقیم شکل می گیرد,0,,,,,,
87919,noun,sheet metal shaped and attached to a roof for strength and weatherproofing,ورق فلز به شکل و متصل به سقف برای مقاومت و ضد آب بودن,0,,,,,,
87920,noun,thin sheet metal (iron or steel) coated with tin to prevent rusting; used especially for cans and pots,ورق نازک (آهن یا فولاد) پوشیده شده با قلع برای جلوگیری از زنگ زدگی ؛,0,,,,,,
87921,adjective,resembling a sheet,شبیه یک ملحفه,0,,,,,,
87922,noun,sheldrakes,شلدراك ها,0,,,,,,
87923,noun,female sheldrake,شلدریک ماده,0,,,,,,
87924,noun,a shelf on which to keep books,قفسه ای که می توان روی آن کتاب نگه داشت,0,,,,,,
87925,noun,a shelf over a mantelpiece,یک قفسه روی یک قسمت از روبرو,0,,,,,,
87926,noun,a shell fired by artillery,گلوله ای که توسط توپخانه شلیک می شود,0,,,,,,
87927,noun,shell containing lead pellets that explodes in flight,پوسته حاوی گلوله های سربی که هنگام پرواز منفجر می شود,0,,,,,,
87928,noun,a shell fired by the cannon on a tank,گلوله ای که توسط توپ به تانک شلیک می شود,0,,,,,,
87929,noun,a small high-velocity shell; it makes a whizzing sound followed by a bang when it hits,یک پوسته کوچک با سرعت بالا ؛,0,,,,,,
87930,noun,a boat propelled by oarsmen and designed for racing,قایقی که توسط پاروبانان رانده می شود و برای مسابقات طراحی شده است,0,,,,,,
87931,noun,a shell for a single oarsman,پوسته ای برای یک پاروی پارو,0,,,,,,
87932,noun,a shell of a scallop,پوسته گوش ماهی,0,,,,,,
87933,noun,a shell of an oyster,صدفی از صدف,0,,,,,,
87934,noun,the thin conical chambered internal shell (either straight or curved) of a belemnite,پوسته داخلی نازک مخروطی مخروطی (مستقیم یا خمیده) از یک بلمنیت,0,,,,,,
87935,noun,the shell of a clam,صدف صدف,0,,,,,,
87936,noun,twining plant of southwestern United States and Mexico having roundish white or yellow or brown or black beans,گیاه دوقلو در جنوب غربی ایالات متحده آمریکا و مکزیک دارای لوبیای سفید یا زرد یا قهوه ای یا سیاه مایل به قرمز,0,,,,,,
87937,noun,seeds shelled and cooked as lima beans,دانه های پوسته شده و به صورت لوبیای لیما پخته می شوند,0,,,,,,
87938,noun,a mental disorder caused by stress of active warfare,یک اختلال روانی ناشی از استرس در جنگ فعال,0,,,,,,
87939,noun,an anxiety disorder associated with serious traumatic events and characterized by such symptoms as survivor guilt, reliving the trauma in dreams, numbness and lack of involvement with reality, or recurrent thoughts and images,یک اختلال اضطرابی همراه با حوادث آسیب زای جدی و با علائمی مانند گناه بازمانده ، زنده ماندن ضربه در خواب ، بی حسی و عدم درگیری با واقعیت ، یا افکار و تصاویر مکرر,0,,,
87940,noun,a varnish for wood consisting of shellac dissolved in alcohol,لاکی برای چوب متشکل از صدفی حل شده در الکل,0,,,,,,
87941,adjective,of animals or fruits that have a shell,از حیوانات یا میوه هایی که پوسته دارند,0,,,,,,
87942,adjective,of animals or plants that have a hard shell,از حیوانات یا گیاهانی که پوسته سخت دارند,0,,,,,,
87943,adjective,having a smooth shell,داشتن پوسته ای صاف,0,,,,,,
